premise,hypothesis,genre,label
football and baseball and,Football and baseball were both popular.,telephone,1
Bolts of blue and tips of steal.,The bots in the furniture were blue.,fiction,1
yeah well i was surprised at the the way they drafted last year they didn't really didn't go for the uh big offensive lineman or the defensive lineman they're going for the skilled positions so quarterbacks they really,I thought they should focus more on big linemen.,telephone,1
"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",Rue de la Republique is itself older than the Eglise Saint-Michel.,travel,1
The original wax models of the river gods are on display in the Civic Museum.,They have models made out of clay.,travel,1
4 billion for mercury.,Cleaning up mercury pollution costs billions of dollars every year.,government,1
Or just a philosophy of any weapon to hand?,They go with any weapon that they can find in the cave.,slate,1
The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.,Americans just throw away 12 percent of what they buy at foreign supermarkets.,slate,1
Tourist Information offices can be very helpful.,Some Tourist Information offices are very unhelpful.,travel,1
"Larger boats for up to 20 people, plus crew, offer organized gourmet cruises.",You can easily find gourmet cruises.,travel,1
She didn't listen.,She didn't listen when he was speaking.,fiction,1
"Perhaps a further password would be required, or, at any rate, some proof of identity.",Having both a password and proof of identity greatly increases safety.,fiction,1
She buried his remains to spare her mother the gruesome sight.,The remains would have caused grief to her mother.,slate,1
um-hum yeah we're still pretty much you know in winter as far as that goes here,It has been winter here for years.,telephone,1
"NHTSA concluded that while section 330 superseded the section 32902 criteria, it did not supersede the section 32902 mandate that there be CAFE standards for model year 1998.",NHTSA conducted a very in-depth review of section 330. ,government,1
We have done that spectacularly.,"We have done our marketing changes spectacularly, the fourth quarter has shown an increase of profit margin by three-fold. ",government,1
no it didn't,It didn't make it over the jump.,telephone,1
Time reports that Harrer denies having known she was.),Harrer denies having known she was going to kill him.,slate,1
"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,1
"Harlem was our first permanent office, he said. ",Harlem did a great job ,government,1
Most of the Clinton women were in their 20s at the time of their Clinton encounter,Bill Clinton isn't a rapist,slate,1
Numbers began wafting about on the  I'd say at least five,I had to pick at least one number.,slate,1
life track,Jobs and work.,telephone,1
The volumes are available again but won't be returned to the stacks until the damp library itself gets renovated.,The widely sought after volumes will be available to the public after renovation.,slate,1
what was the problem,Was the problem easy to fix?,telephone,1
yeah now do Indian are Indian foods kosher,"Indian foods are kosher now too, I ate indian kosher yesterday.",telephone,1
