premise,hypothesis,genre,label
okay and and i think we just hang up i don't think we have to do anything else,"We don't have to do anything else but put the phone down, I think. ",telephone,0
because i always had to do it and so i just pay someone else to do it and they do the they do the cutting they fertilize they um edge and um i think this year i'm going to have some landscaping put in,"I am going to have someone landscape, since I always have someone do it. ",telephone,0
"For the upcoming world championships in microhockey, a super-vaccine was to be developed, which would be administered to all participants and audience members.",A super-vaccine was being developed to be given to everyone in attendance at the world championships.,fiction,0
"The ITC has enlisted legal services attorneys from across the state to manage each of the 12 categories, and those volunteers will organize contributions and add them to a searchable database.",They had the volunteers do data entry to help track contributions.,government,0
That would be a tenfold increase in the Internet's share.,That would cause the Internet's share to rise by a factor of ten.,slate,0
"First, injected cannabinoids may not mirror the effects of smoked marijuana.",The effects of injected cannabinoids might be different than smoking them.,slate,0
I put it to you that you did do so?,I am assuming that you did do so?,fiction,0
Because the paper did not say that.,The paper did not state as much.,slate,0
The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.,Political cleansing did not happen.,slate,0
The baby's father responded by filing a wrongful death suit.,The dad of the infant has filed a wrongful death suit.,slate,0
"At the far end of David Street, Temple Mount is one of the world's most sacred spots to three major religions.",Three major religions treat Temple Mount as very important.,travel,0
and see the thing is you know he go out and he'll spend it when he wants you know and uh uh i'm afraid to i'm afraid to use that credit card,I'm scared to use the credit card.,telephone,0
"To the south, the former fishing villages of Sorrento and Positano spill down the craggy cliffs of the serpentine Amalfi coast, justifiably tauted as one of the world's most beautiful drives.",Sorrento used to be a fishing village.,travel,0
"Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.","Reducing HIV is important, but there are also other worthy causes.",slate,0
"If they have overestimated how far the CPI is off, Boskin and his commission may institutionalize an underestimated CPI--guaranteeing a yearly, stealth tax increase.","If they've overestimated how far the CPI is off, it will have horrific consequences. ",slate,0
This makes it incumbent on the government to create incentives to recruit new employees and retain older employees.,The government needs to create incentives to get and retain employees.  ,government,0
yeah that's a nice place,It's a location I enjoy being at. ,telephone,0
"With most plants needing to install control equipment to meet these requirements, it is likely that this approach would lead to installation of controls that become obsolete and stranded capital investments as additional requirements are promulgated.",Most plants need to install control equipment to meet requirements.,government,0
Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home.,Some trays can make great portable tables.,travel,0
"Lucy screamed, I've got to know.",Lucy wanted to know.,slate,0
"If you have any questions regarding this report, please call me at (202) 512-4841.",My phone number is  (202) 512-4841.,government,0
A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care plans are basically content with their own care.,the Henry Kaiser foundation shows that people like their healthcare,slate,0
you know they can't really defend themselves like somebody grown uh say my age you know yeah,They can't defend themselves because of their age.,telephone,0
